,index,file_name,zero_angle,x_cms,y_cms,z_cms,delta_x,delta_y
2434,2434,598csv/1484737/1494483,20.0,134.4425502,53.03222793,127.5920423,0.252731453,0.51661918
4734,4734,598csv/1484756/1500290,29.0,112.6249304,28.79705219,107.8249773,-6.416126579,0.51661918
322,322,598csv/1484719/1492320,1.0,128.5103606,40.76877257,129.7682023,-0.101135802,0.51661918
1661,1661,598csv/1484730/1493668,5.0,124.4139356,55.00707037,139.4345644,-0.05856368,0.51661918
3182,3182,598csv/1484743/1495667,4.0,126.8334018,55.02647024,160.3817643,-3.462699143,0.51661918
199,199,598csv/1484718/1492188,11.0,139.5756812,39.10213574,134.1856661,0.051823995,0.51661918
4075,4075,598csv/1484750/1499562,24.0,132.5119568,44.84212913,113.025233,-2.137344715,0.51661918
3965,3965,598csv/1484750/1499439,26.0,125.184254,52.71820337,128.8088752,-2.102147079,0.861031966
3526,3526,598csv/1484746/1496644,8.0,137.6044181,48.33115406,141.0768699,-3.148554163,0.51661918
1090,1090,598csv/1484726/1493097,30.0,132.338227,52.02505944,125.9805638,-0.040208505,0.688825573
4513,4513,598csv/1484754/1500020,22.0,122.7223873,45.04727368,117.5498078,-6.607160871,0.51661918
2956,2956,598csv/1484741/1495087,28.0,131.130986,49.09315786,141.5902639,-1.709624553,0.51661918
5090,5090,598csv/1484759/1500657,4.0,130.4168909,45.02028031,122.4501827,-5.960623786,0.51661918
2817,2817,598csv/1484740/1494940,9.0,126.6742688,55.88861421,156.6820682,-1.682989964,0.0
1683,1683,598csv/1484731/1493690,6.0,115.365803,52.7846288,143.2601727,-0.062723646,-0.172206393
4390,4390,598csv/1484753/1499893,20.0,117.7247033,44.31216611,117.9559462,-2.257808152,0.51661918
1394,1394,598csv/1484728/1493401,9.0,106.8474025,51.37354566,150.9046791,-0.019206078,0.861031966
3310,3310,598csv/1484744/1496421,4.0,109.8436166,56.13606156,153.7152501,-3.166747262,0.51661918
3943,3943,598csv/1484749/1499417,15.0,137.2814724,45.84281677,117.9321347,-2.06120923,0.172206393
4598,4598,598csv/1484755/1500147,11.0,117.2565475,42.00640025,113.844602,-6.442315457,0.51661918
2543,2543,598csv/1484738/1494599,11.0,124.5800853,55.89455646,155.5171546,0.221545213,0.51661918
2918,2918,598csv/1484741/1495049,6.0,113.8174804,46.29081776,159.4413904,-1.815919794,0.51661918
39,39,598csv/1484717/1492027,6.0,128.0208996,47.57910978,162.6157191,0.067923604,0.688825573
619,619,598csv/1484722/1492618,6.0,113.7237492,45.30455821,155.6554244,0.043490556,1.03323836
407,407,598csv/1484720/1492406,5.0,120.6420254,41.56203435,137.0640196,0.182052547,0.51661918
1935,1935,598csv/1484733/1493980,6.0,96.40828786,47.03998932,146.7125959,0.084644507,0.51661918
3506,3506,598csv/1484746/1496624,8.0,125.2607208,44.97546594,151.0721178,-3.285184741,-0.172206393
4503,4503,598csv/1484754/1500010,13.0,122.0159408,43.67317933,116.4940222,-6.554756102,0.51661918
2696,2696,598csv/1484739/1494756,10.0,127.2722538,51.27388383,157.0614638,-1.386984057,0.51661918
1701,1701,598csv/1484731/1493708,8.0,128.4658489,55.4364866,151.952827,-0.102418908,0.51661918
4754,4754,598csv/1484756/1500311,12.0,131.6364101,43.33870587,127.0704851,-6.041891697,0.51661918
3803,3803,598csv/1484748/1497282,33.0,133.0396951,43.55268339,109.327088,-2.093881172,0.51661918
3069,3069,598csv/1484742/1495213,12.0,131.9256021,54.28439187,141.4982143,-2.749899739,0.51661918
302,302,598csv/1484719/1492300,9.0,128.9523728,52.92069245,148.7113376,-0.027269389,0.51661918
2862,2862,598csv/1484740/1494989,9.0,113.3683263,37.02169138,154.6673073,-1.779303987,0.51661918
709,709,598csv/1484722/1492708,11.0,132.6379058,50.22748137,151.8670503,0.223382081,0.0
3512,3512,598csv/1484746/1496630,9.0,122.0959581,41.21616757,158.1757486,-3.358754013,0.51661918
2376,2376,598csv/1484736/1494425,7.0,120.4047533,52.1775133,153.4308212,0.255216628,0.51661918
2350,2350,598csv/1484736/1494399,4.0,118.3673249,49.56989881,143.764859,0.114750237,0.51661918
4474,4474,598csv/1484754/1499980,5.0,142.1051305,39.52305023,111.4268424,-6.836877447,0.51661918
4386,4386,598csv/1484753/1499889,11.0,131.8278714,41.78126595,123.9025523,-2.18356356,0.344412787
3487,3487,598csv/1484746/1496600,10.0,119.6489061,34.52901591,161.2561423,-3.324137152,0.51661918
3561,3561,598csv/1484746/1496679,9.0,117.708711,57.80774861,154.6837647,-3.246921156,0.51661918
2048,2048,598csv/1484734/1494096,10.0,125.8487104,52.38474576,136.1472366,0.294344622,0.51661918
687,687,598csv/1484722/1492686,6.0,115.1068707,52.50480661,146.6537312,0.043895747,0.0
2964,2964,598csv/1484741/1495096,8.0,123.5450191,43.3100145,141.4772158,-1.699778399,0.51661918
1830,1830,598csv/1484732/1493839,13.0,125.8114375,44.93315473,148.5694913,0.08848032,0.51661918
1010,1010,598csv/1484725/1493016,26.0,114.7314708,46.92376771,141.0574736,-0.087886039,0.688825573
3081,3081,598csv/1484742/1495225,7.0,125.1366525,46.10991379,159.0982247,-2.746090939,1.205444753
914,914,598csv/1484724/1492920,31.0,132.4317355,53.66332081,139.5955222,-0.06319637,0.172206393
802,802,598csv/1484723/1492808,9.0,140.9116272,48.6156234,152.3551024,0.018233618,-0.172206393
524,524,598csv/1484721/1492523,7.0,123.2088919,49.96456265,162.7620117,0.102216312,0.51661918
3347,3347,598csv/1484744/1496459,16.0,140.3121353,54.09813098,134.6341933,-3.230227265,0.51661918
3991,3991,598csv/1484750/1499465,7.0,121.6948254,50.23371367,109.1713598,-2.125526629,0.0
4530,4530,598csv/1484754/1500038,33.0,136.7838905,23.4646291,108.717765,-6.612117714,0.51661918
2512,2512,598csv/1484737/1494561,1.0,114.271351,41.27783482,151.721285,0.172111849,0.51661918
3845,3845,598csv/1484749/1497324,3.0,124.2328838,32.08333787,110.1820654,-2.199514599,0.51661918
817,817,598csv/1484723/1492823,5.0,108.6604461,57.83568973,142.6196076,0.092451197,0.51661918
4315,4315,598csv/1484752/1499813,25.0,119.4232968,43.22655011,113.7638966,-2.285644809,0.51661918
2290,2290,598csv/1484736/1494339,11.0,128.1303067,54.86607741,151.8843578,0.111589743,0.51661918
2528,2528,598csv/1484738/1494584,3.0,123.2490338,46.65693161,135.6049067,0.155107311,0.51661918
3953,3953,598csv/1484749/1499427,34.0,116.4374261,52.43803316,122.1488546,-2.085142542,0.344412787
4868,4868,598csv/1484757/1500426,31.0,108.4380005,44.59013843,112.9464454,-5.969065276,0.51661918
4257,4257,598csv/1484752/1499752,13.0,100.5217915,40.18934234,129.6116402,-2.12387885,0.51661918
4922,4922,598csv/1484758/1500482,21.0,127.6553944,52.88746741,120.3056823,-5.804706091,0.51661918
759,759,598csv/1484723/1492761,7.0,121.8367839,52.34418889,158.0159198,0.044949245,0.51661918
3606,3606,598csv/1484747/1496724,16.0,138.7491475,43.57824863,144.3639133,-3.374569989,0.51661918
1876,1876,598csv/1484732/1493919,27.0,126.9778077,41.71585955,165.4295395,0.062629102,0.51661918
4163,4163,598csv/1484751/1499654,23.0,122.9125435,40.96907615,112.5036722,-2.170813534,0.344412787
2573,2573,598csv/1484738/1494631,6.0,122.7647294,54.37459663,149.5148209,0.173597551,0.51661918
4929,4929,598csv/1484758/1500489,1.0,123.4939539,47.85230245,114.2611668,-5.842672536,0.51661918
4384,4384,598csv/1484753/1499887,10.0,123.3830374,48.44540312,119.6690176,-2.170691976,0.51661918
945,945,598csv/1484724/1492951,3.0,123.2960214,49.17099019,140.6842462,-0.029592487,0.51661918
1428,1428,598csv/1484728/1493435,6.0,120.8019204,50.75922271,160.7575148,-0.005010868,-0.172206393
1961,1961,598csv/1484733/1494007,11.0,116.6321061,51.5526783,150.9778232,0.183389679,0.344412787
3464,3464,598csv/1484745/1496577,15.0,122.9712783,43.41383503,147.5103337,-3.321814054,0.51661918
3306,3306,598csv/1484744/1496417,12.0,142.4286396,60.70889359,152.5013864,-3.285090196,0.51661918
3967,3967,598csv/1484750/1499441,16.0,123.2888396,33.8787375,143.8809279,-2.154781456,0.51661918
2638,2638,598csv/1484738/1494697,11.0,124.9467396,54.23314376,137.5144329,0.088750448,0.51661918
5257,5257,598csv/1484760/1500836,11.0,128.245954,47.7556265,103.6320647,-5.612820897,0.51661918
5172,5172,598csv/1484760/1500745,21.0,134.2492,43.85622854,112.2461163,-5.921792932,-0.172206393
4187,4187,598csv/1484751/1499679,35.0,134.4957923,45.48802426,120.708596,-2.179471126,0.51661918
1897,1897,598csv/1484732/1493941,17.0,126.9908062,56.35298512,118.8324427,0.047137279,-0.172206393
1348,1348,598csv/1484728/1493355,0.0,113.0556804,46.03921694,140.3832478,-0.123191727,0.688825573
4458,4458,598csv/1484754/1499963,8.0,138.8591596,50.32648462,113.5054016,-2.004833584,0.0
1665,1665,598csv/1484730/1493672,5.0,120.6778137,56.57779696,140.0620649,-0.011399388,0.344412787
1408,1408,598csv/1484728/1493415,11.0,136.8493231,43.64587012,154.4598784,-0.07163786,0.688825573
4329,4329,598csv/1484753/1499827,21.0,122.9766303,50.27962002,119.543534,-2.093367929,0.51661918
4621,4621,598csv/1484755/1500172,8.0,127.5054152,47.88614274,117.8229857,-6.469031084,0.51661918
4721,4721,598csv/1484756/1500277,25.0,125.7692088,45.55122879,120.1725702,-6.385615658,0.51661918
3710,3710,598csv/1484747/1497187,11.0,123.5694491,30.8154889,166.3987192,-2.187318335,0.51661918
3893,3893,598csv/1484749/1497372,15.0,121.8870751,45.86880837,127.0262607,-2.120596799,0.51661918
1963,1963,598csv/1484733/1494009,10.0,125.9699193,46.49828655,144.5132403,0.075041468,1.205444753
5088,5088,598csv/1484759/1500655,3.0,130.4653903,46.18657279,125.7207155,-6.037988352,0.51661918
4501,4501,598csv/1484754/1500008,30.0,121.6073826,42.14623262,124.5722687,-6.529377607,0.51661918
3441,3441,598csv/1484745/1496554,11.0,140.3236088,52.52318975,153.1050893,-3.20933289,0.51661918
4045,4045,598csv/1484750/1499531,13.0,135.3591194,48.05706103,119.1568284,-2.110250909,0.51661918
4563,4563,598csv/1484755/1500081,11.0,121.6895364,43.4766057,117.918843,-6.368894755,0.51661918
4528,4528,598csv/1484754/1500036,13.0,124.9927587,45.1317339,125.5590096,-6.459752199,0.51661918
5183,5183,598csv/1484760/1500758,6.0,140.4660663,50.79457161,110.8121326,-5.764659664,0.51661918
2645,2645,598csv/1484739/1494704,1.0,126.370201,45.27067581,149.8881367,0.230810593,0.51661918
501,501,598csv/1484721/1492500,7.0,127.7655626,50.94590995,128.7708894,0.126662867,0.0
4895,4895,598csv/1484757/1500453,30.0,124.5933162,50.49506458,102.8494506,-5.949278423,0.51661918
1110,1110,598csv/1484726/1493117,9.0,127.4132413,43.18056268,158.9494704,-0.033333755,1.03323836
3516,3516,598csv/1484746/1496634,11.0,127.1251678,33.77865464,164.9896119,-3.350839273,0.51661918
3370,3370,598csv/1484745/1496482,34.0,123.9739347,45.48096474,129.3311342,-3.404540654,0.51661918
891,891,598csv/1484724/1492897,4.0,122.1401881,44.18849267,153.9337125,0.071435264,0.861031966
4562,4562,598csv/1484755/1500080,22.0,122.6666882,38.88680466,105.3302393,-6.371852653,0.51661918
1324,1324,598csv/1484728/1493331,5.0,122.6312634,45.9611689,156.7282617,-0.100811649,0.51661918
629,629,598csv/1484722/1492628,9.0,117.3917495,56.08476548,158.8761759,0.186739262,0.0
909,909,598csv/1484724/1492915,11.0,125.9343333,52.65817076,149.5014179,0.056429671,0.51661918
4820,4820,598csv/1484757/1500378,9.0,120.8749407,28.77630955,125.5366308,-6.036637714,0.51661918
1071,1071,598csv/1484725/1493078,13.0,128.0481241,45.85360244,155.854289,0.004767753,0.51661918
1411,1411,598csv/1484728/1493418,10.0,125.6976314,58.58824941,154.7937134,-0.055700327,0.0
292,292,598csv/1484719/1492290,8.0,124.1670659,48.41448376,162.2948592,-0.089317716,0.688825573
3120,3120,598csv/1484742/1495271,12.0,138.036304,56.14565738,153.4478129,-2.731760665,0.861031966
2963,2963,598csv/1484741/1495095,12.0,124.8341866,42.68152199,132.9557831,-1.800995239,0.51661918
3148,3148,598csv/1484743/1495629,6.0,121.3337162,59.17196424,154.0776322,-3.599032581,0.51661918
1640,1640,598csv/1484730/1493647,6.0,130.3569262,44.93708061,160.1105341,-0.034805951,0.861031966
4226,4226,598csv/1484752/1499718,10.0,137.0794092,43.06149757,105.0383907,-2.222137792,0.51661918
3945,3945,598csv/1484749/1499419,10.0,126.471553,47.83143201,114.6668003,-2.088005895,0.0
4002,4002,598csv/1484750/1499477,9.0,129.1180843,47.07575702,105.2287723,-2.174581815,0.51661918
1240,1240,598csv/1484727/1493247,4.0,119.2942972,53.770147,146.0642801,-0.148340613,0.344412787
2116,2116,598csv/1484734/1494165,10.0,127.7692492,45.17144907,140.7338936,0.093464176,0.51661918
3480,3480,598csv/1484745/1496593,5.0,119.5821414,47.11197385,144.5507152,-3.264074263,0.51661918
1137,1137,598csv/1484726/1493144,3.0,116.9879326,28.12663309,163.2092849,-0.093518201,0.51661918
4291,4291,598csv/1484752/1499788,14.0,133.549693,48.91695584,117.0244091,-2.127201421,0.51661918
242,242,598csv/1484719/1492231,7.0,124.121666,52.71089666,151.1475338,0.152041362,1.03323836
1463,1463,598csv/1484729/1493470,8.0,123.554433,60.01699558,149.8466568,0.044138862,0.51661918
4249,4249,598csv/1484752/1499743,7.0,130.8874839,52.09149773,115.864601,-2.114005684,-0.172206393
5097,5097,598csv/1484759/1500664,1.0,129.5274425,42.77183908,146.6829741,-5.810054619,0.51661918
2787,2787,598csv/1484740/1494905,29.0,124.3424887,48.03868162,149.7759976,-1.500613264,0.51661918
459,459,598csv/1484720/1492458,7.0,130.7228877,52.21305757,150.3394053,0.179378283,0.688825573
2837,2837,598csv/1484740/1494961,5.0,119.7201434,48.94844639,145.6443996,-1.700791378,0.51661918
4913,4913,598csv/1484757/1500472,2.0,135.112637,23.5502804,110.7612478,-5.986083319,0.51661918
4273,4273,598csv/1484752/1499769,4.0,128.0232425,48.82148981,128.3748015,-2.078727009,0.51661918
965,965,598csv/1484725/1492971,5.0,126.4435422,48.54602298,155.5502862,-0.087075656,0.344412787
3632,3632,598csv/1484747/1496752,12.0,128.3709718,54.98301464,151.9249012,-3.306119636,0.51661918
1354,1354,598csv/1484728/1493361,7.0,105.508426,28.23649479,156.327527,-0.127054552,0.51661918
5092,5092,598csv/1484759/1500659,26.0,133.661101,48.56300922,111.7616584,-5.933611018,0.51661918
4280,4280,598csv/1484752/1499776,3.0,133.1510875,50.13768773,119.782043,-2.170773015,0.51661918
2799,2799,598csv/1484740/1494919,3.0,126.1537002,47.83457975,128.7672731,-1.57670823,0.51661918
567,567,598csv/1484721/1492566,10.0,124.1675598,50.51924585,149.5244412,0.092599767,0.688825573
3854,3854,598csv/1484749/1497333,0.0,139.3583346,44.47191522,143.2722786,-2.264534331,0.0
4535,4535,598csv/1484754/1500043,5.0,137.1538998,42.97801431,118.9135404,-6.465384361,0.51661918
2515,2515,598csv/1484737/1494564,8.0,126.2167118,49.89454789,153.1986906,0.134388519,0.51661918
3317,3317,598csv/1484744/1496428,5.0,128.4786435,48.42301454,145.3607473,-3.282726579,0.51661918
551,551,598csv/1484721/1492550,10.0,122.6191647,45.5786291,147.6074692,0.051513348,0.51661918
3504,3504,598csv/1484746/1496622,10.0,138.5158595,60.54110516,149.4106691,-3.342411289,0.51661918
228,228,598csv/1484718/1492217,14.0,137.0937619,44.73742857,142.0589524,0.012317822,0.172206393
3921,3921,598csv/1484749/1499217,22.0,150.5024527,31.27012867,134.1465701,-2.295517975,0.51661918
5030,5030,598csv/1484758/1500594,21.0,140.2691188,51.21273292,126.1430836,-5.855355031,0.51661918
4223,4223,598csv/1484752/1499715,12.0,121.3362044,50.17830593,105.7051108,-2.198609672,0.51661918
4297,4297,598csv/1484752/1499794,8.0,143.1728515,43.84916233,107.9150895,-2.190505841,0.51661918
178,178,598csv/1484718/1492167,5.0,124.1587971,54.31397555,155.0302136,0.133456578,0.172206393
4818,4818,598csv/1484757/1500376,31.0,121.6721798,46.61537222,127.2081762,-5.879963662,0.51661918
2853,2853,598csv/1484740/1494980,26.0,134.5204898,54.80305426,150.1111914,-1.743093372,0.51661918
138,138,598csv/1484718/1492127,22.0,124.1978099,49.50533058,146.3637603,0.100487495,0.344412787
923,923,598csv/1484724/1492929,7.0,127.5153742,52.42937336,151.6223785,0.026837185,0.0
174,174,598csv/1484718/1492163,11.0,127.9282475,35.71734398,156.6323476,-0.057132003,0.51661918
3335,3335,598csv/1484744/1496447,12.0,126.4413909,48.65697638,157.1194616,-3.370734176,0.51661918
4899,4899,598csv/1484757/1500457,15.0,120.9970607,44.86741021,121.9272024,-5.835230519,0.51661918
3611,3611,598csv/1484747/1496729,10.0,134.0110509,58.74539059,152.5820607,-3.288466792,0.51661918
130,130,598csv/1484718/1492119,11.0,123.0308848,60.37756186,136.2332945,0.100973725,0.51661918
4402,4402,598csv/1484753/1499905,10.0,114.248431,28.94531987,116.3256566,-2.089734712,0.51661918
217,217,598csv/1484718/1492206,15.0,152.0148411,43.24439014,143.805421,0.006996307,0.861031966
4225,4225,598csv/1484752/1499717,12.0,130.9036475,49.60040527,118.15135,-2.124203003,0.51661918
4822,4822,598csv/1484757/1500380,31.0,120.3470513,36.08601874,105.031343,-5.870509193,0.51661918
513,513,598csv/1484721/1492512,9.0,131.7899974,51.59973677,145.4378531,0.030767542,0.172206393
43,43,598csv/1484717/1492031,6.0,118.1155901,51.2996022,159.9357454,0.095638704,0.0
1752,1752,598csv/1484731/1493759,15.0,130.4174521,30.28246383,147.1201597,-0.219100558,0.51661918
837,837,598csv/1484723/1492843,5.0,114.4283213,54.07721419,141.8692103,0.05393099,0.688825573
548,548,598csv/1484721/1492547,12.0,121.3000129,46.65744123,150.6777687,0.112008441,0.688825573
3146,3146,598csv/1484743/1495627,25.0,125.2808524,48.81749287,147.6005006,-3.330917356,0.51661918
5069,5069,598csv/1484759/1500635,8.0,127.8533709,47.38809811,123.5403029,-6.052656285,0.51661918
4117,4117,598csv/1484751/1499607,7.0,124.1942331,45.03622053,116.9706431,-2.155875473,0.51661918
1940,1940,598csv/1484733/1493985,11.0,130.151973,48.85097957,151.5828818,0.006996307,0.0
2165,2165,598csv/1484735/1494214,7.0,125.6217048,54.85706099,139.0031972,0.28725377,0.51661918
2460,2460,598csv/1484737/1494509,34.0,125.4789064,40.35226884,145.3728878,0.166925397,0.51661918
3782,3782,598csv/1484748/1497261,13.0,144.6066203,43.23660812,125.2700839,-2.190505841,0.51661918
725,725,598csv/1484723/1492726,5.0,123.0248763,53.68761743,149.6263001,0.167114487,0.51661918
1768,1768,598csv/1484731/1493775,2.0,119.8134236,49.23891704,135.7253623,-0.087886039,0.0
4796,4796,598csv/1484756/1500353,28.0,132.6156771,44.97701149,118.0616628,-6.004938231,0.51661918
3259,3259,598csv/1484744/1496369,27.0,121.0850091,51.82502166,150.4480533,-3.173770581,0.51661918
1669,1669,598csv/1484730/1493676,11.0,147.9131635,50.0375185,137.5355786,-0.113183496,0.688825573
1630,1630,598csv/1484730/1493637,17.0,128.0947702,32.57746179,144.7091122,-0.083996201,0.51661918
3623,3623,598csv/1484747/1496743,11.0,129.4162635,56.06086126,151.9945649,-3.310630768,0.51661918
2256,2256,598csv/1484735/1494305,9.0,123.836571,56.06312559,152.4976807,0.24015701,0.51661918
1191,1191,598csv/1484726/1493198,5.0,125.0306641,38.55546426,148.1154852,-0.168964861,0.51661918
3365,3365,598csv/1484745/1496477,8.0,134.6458008,49.73876953,128.5299479,-3.411226314,0.51661918
4074,4074,598csv/1484750/1499561,31.0,128.957331,46.66061706,115.9387574,-2.128714136,0.51661918
1660,1660,598csv/1484730/1493667,5.0,119.4954374,45.72922039,146.0265324,-0.061035348,0.51661918
1597,1597,598csv/1484730/1493604,8.0,128.2012627,43.36335524,148.0147747,-0.010602511,0.861031966
91,91,598csv/1484717/1492079,2.0,128.8284026,47.92630553,137.5162071,0.064533502,0.0
4599,4599,598csv/1484755/1500148,35.0,128.1257317,46.73124224,122.016171,-6.359696908,0.51661918
558,558,598csv/1484721/1492557,7.0,133.6746242,51.75304655,147.1757583,0.02196138,0.861031966
1989,1989,598csv/1484733/1494037,4.0,98.48213289,60.41275824,131.3951703,0.062656114,0.51661918
3625,3625,598csv/1484747/1496745,19.0,137.7359712,47.60780008,127.2033699,-3.260778705,0.51661918
1987,1987,598csv/1484733/1494035,8.0,143.3710918,30.78829728,140.7033607,0.103742534,0.51661918
4496,4496,598csv/1484754/1500002,10.0,121.9119794,48.04347826,119.3244465,-6.777503384,0.51661918
1638,1638,598csv/1484730/1493645,19.0,104.5798966,57.30679587,132.8406202,0.035832436,0.51661918
2477,2477,598csv/1484737/1494526,12.0,119.0055715,30.15980249,154.0155127,0.041545637,0.51661918
1739,1739,598csv/1484731/1493746,8.0,124.2909055,49.23874335,156.1535133,-0.122867573,0.172206393
180,180,598csv/1484718/1492169,6.0,127.1153612,50.02744008,141.1335967,-0.037426189,0.51661918
4276,4276,598csv/1484752/1499772,32.0,111.4581607,50.50193575,119.9935136,-2.085142542,-0.172206393
4471,4471,598csv/1484754/1499977,16.0,135.8902446,25.5241064,111.8421209,-6.912958907,0.51661918
2698,2698,598csv/1484739/1494758,10.0,123.6939738,55.51805566,150.4133252,-1.546926654,0.51661918
3599,3599,598csv/1484746/1496717,9.0,122.0639479,45.59747013,162.3012766,-3.299906699,0.51661918
2065,2065,598csv/1484734/1494113,15.0,137.9208453,54.10786415,159.2501736,0.252947556,0.51661918
2024,2024,598csv/1484733/1494072,7.0,123.6294437,49.52729788,146.5089921,0.086224754,0.51661918
188,188,598csv/1484718/1492177,7.0,125.3434333,41.38922774,168.4800787,0.022231508,0.51661918
766,766,598csv/1484723/1492770,6.0,118.545757,47.28821615,147.5194691,0.053363722,0.861031966
1846,1846,598csv/1484732/1493855,11.0,136.5096097,50.34357044,147.9981672,0.13669811,0.51661918
3264,3264,598csv/1484744/1496374,26.0,139.7760217,31.13622619,148.8435425,-3.196393774,0.51661918
3094,3094,598csv/1484742/1495240,2.0,121.7151657,51.68402915,142.7462718,-2.739270215,0.51661918
4036,4036,598csv/1484750/1499522,6.0,143.2415069,45.53729857,124.7166945,-2.105901853,0.51661918
3663,3663,598csv/1484747/1497138,11.0,133.6698607,50.62652967,141.5273994,-2.090410031,0.51661918
4958,4958,598csv/1484758/1500518,35.0,132.6998577,26.55186766,142.900498,-5.960434696,0.51661918
2354,2354,598csv/1484736/1494403,7.0,132.6338909,50.19945898,142.0324118,0.164480742,0.51661918
2323,2323,598csv/1484736/1494372,27.0,132.8945934,53.48483381,111.9042804,0.219667826,0.51661918
1916,1916,598csv/1484732/1493961,8.0,125.1546966,55.18605955,135.9231344,0.023973831,0.51661918
1474,1474,598csv/1484729/1493481,10.0,126.90755,51.25263635,141.8415928,0.022407091,0.51661918
4636,4636,598csv/1484755/1500188,1.0,111.2674863,48.4981403,118.7192892,-6.440505602,0.51661918
4547,4547,598csv/1484754/1500065,15.0,127.9763816,43.34713903,132.5986152,-6.555458434,0.51661918
3535,3535,598csv/1484746/1496653,14.0,121.1826958,51.4786479,132.7073259,-3.305565874,0.51661918
738,738,598csv/1484723/1492739,9.0,122.123175,49.19860854,152.4214819,0.082294396,0.51661918
2806,2806,598csv/1484740/1494928,6.0,125.1077538,53.58824457,146.21288,-1.687960314,-0.172206393
3144,3144,598csv/1484743/1495625,12.0,123.3523938,28.78756729,160.9144714,-3.621993433,0.51661918
4781,4781,598csv/1484756/1500338,7.0,129.8582095,46.4952937,118.4572895,-6.009881568,0.51661918
1925,1925,598csv/1484733/1493970,12.0,127.2425462,54.37462012,133.4798905,0.072124089,-0.172206393
4380,4380,598csv/1484753/1499882,13.0,125.671312,28.86859951,100.6877478,-2.221719094,0.51661918
5194,5194,598csv/1484760/1500769,31.0,119.2697766,45.95147947,104.1182971,-5.880936122,0.51661918
5244,5244,598csv/1484760/1500822,12.0,126.3271977,46.84420785,122.5801776,-5.898913118,0.51661918
3035,3035,598csv/1484742/1495176,9.0,133.9554479,51.41984342,156.2823656,-2.691214501,0.51661918
2568,2568,598csv/1484738/1494625,8.0,126.2156877,49.29949167,141.8465829,0.120179803,0.51661918
5147,5147,598csv/1484759/1500715,23.0,134.2874533,47.66318703,118.970084,-5.828099148,0.51661918
4531,4531,598csv/1484754/1500039,29.0,128.2869795,44.48687749,110.5671427,-6.50695701,0.51661918
2318,2318,598csv/1484736/1494367,6.0,126.8213384,51.38393806,146.1578283,0.165020997,0.51661918
2694,2694,598csv/1484739/1494754,32.0,124.5105685,55.83569491,152.3197669,-1.525937734,0.51661918
4236,4236,598csv/1484752/1499728,17.0,128.8974019,35.92868183,145.2812615,-2.132766051,0.51661918
592,592,598csv/1484721/1492591,8.0,124.9099288,47.59796742,137.4713296,0.083266856,0.51661918
4095,4095,598csv/1484751/1499584,35.0,118.7476482,56.69402634,121.7603481,-2.092354951,-0.172206393
2114,2114,598csv/1484734/1494163,2.0,126.1126028,49.28739078,125.4524842,0.222261052,0.51661918
2334,2334,598csv/1484736/1494383,11.0,128.3360711,54.78485033,144.2313837,0.171477049,0.51661918
381,381,598csv/1484720/1492379,10.0,124.8581712,61.12637184,154.2741226,0.03040287,0.344412787
1606,1606,598csv/1484730/1493613,3.0,92.95361982,45.84573632,140.916336,-0.111387147,0.688825573
1626,1626,598csv/1484730/1493633,7.0,119.9418051,53.66508915,142.2353749,0.053836446,0.172206393
4145,4145,598csv/1484751/1499636,4.0,122.342191,51.51019485,128.1112083,-2.158158052,0.51661918
412,412,598csv/1484720/1492411,7.0,122.8380732,45.61232646,145.3262936,0.011642503,0.0
105,105,598csv/1484717/1492094,10.0,123.7449346,38.47260349,162.1845861,0.030767542,0.51661918
3551,3551,598csv/1484746/1496669,7.0,126.0980016,49.82247468,148.4759102,-3.302297329,0.51661918
3327,3327,598csv/1484744/1496439,10.0,131.8726047,43.86673696,158.5513432,-3.33422642,0.51661918
4502,4502,598csv/1484754/1500009,9.0,114.9655739,34.79587772,113.4625549,-6.48372603,0.51661918
1130,1130,598csv/1484726/1493137,0.0,132.069069,50.0802069,128.8881724,-0.158078716,-0.172206393
2050,2050,598csv/1484734/1494098,24.0,134.0142623,33.86792393,154.0959952,0.216682915,0.51661918
2260,2260,598csv/1484735/1494309,24.0,117.3601781,51.72480906,137.8591313,0.181363721,0.51661918
901,901,598csv/1484724/1492907,8.0,136.7840407,46.47958018,145.2681895,0.057186029,1.03323836
563,563,598csv/1484721/1492562,9.0,132.2153037,43.51714528,148.3536301,0.057010446,0.51661918
4031,4031,598csv/1484750/1499517,30.0,126.3650837,42.9290393,106.7976407,-2.148514494,0.51661918
3633,3633,598csv/1484747/1496753,6.0,123.0996473,46.36954567,136.0264159,-3.41699354,0.51661918
4034,4034,598csv/1484750/1499520,25.0,136.2014987,51.02313351,108.5876873,-2.104848356,-0.172206393
2121,2121,598csv/1484734/1494170,28.0,134.0666916,37.99625795,165.7187643,0.333499628,1.205444753
80,80,598csv/1484717/1492068,31.0,136.5953279,58.72621819,156.4888015,0.032563891,0.688825573
3162,3162,598csv/1484743/1495645,6.0,124.1641119,50.07403437,158.0958302,-3.452285721,0.51661918
1249,1249,598csv/1484727/1493256,15.0,141.8262327,42.74274418,129.2361688,-0.107672892,0.344412787
4633,4633,598csv/1484755/1500185,1.0,132.4958562,52.25612355,125.544871,-6.516587062,0.51661918
1538,1538,598csv/1484729/1493545,27.0,121.9495615,44.53783756,143.2565951,-0.070638387,0.172206393
5227,5227,598csv/1484760/1500805,5.0,136.8230492,47.58439329,108.9112092,-5.862932112,0.51661918
